545.6	13790.8
545.55	13662.1
545.5	13699.1
545.45	14035.1
545.4	13909.8
545.35	13201.3
545.3	13636.8
545.25	13564.4
545.2	13430.9
545.15	13446.3
545.1	13268.2
545.05	13359.6
545	13544.1
544.95	13357.9
544.9	13523.6
544.85	13512.6
544.8	13683.1
544.75	13637
544.7	13110
544.65	13707.5
544.6	13623.7
544.55	13815.6
544.5	13915.6
544.45	13303.5
544.4	13300.1
544.35	13509.9
544.3	13532.8
544.25	13588
544.2	13778.6
544.15	13832.7
544.1	13208.7
544.05	13739.3
544	13697.9
543.95	13696
543.9	13230
543.85	13408.1
543.8	13474.8
543.75	13396.3
543.7	13013.7
543.65	12944.4
543.6	13038.4
543.55	12986.3
543.5	12982.1
543.45	13523.5
543.4	13233.8
543.35	13070.2
543.3	13189.9
543.25	12937
543.2	12823
543.15	12887.8
543.1	13098.9
543.05	12912.4
543	12969.2
542.95	12817.6
542.9	12498.4
542.85	12516.2
542.8	12471.9
542.75	12105.9
542.7	12501.3
542.65	13193.6
542.6	13130.4
542.55	12506
542.5	12695.5
542.45	12843
542.4	12423.7
542.35	12138.5
542.3	11681.7
542.25	12009.2
542.2	11554.8
542.15	11622.6
542.1	11750.2
542.05	11684.4
542	11383.7
541.95	11558.1
541.9	11955.6
541.85	11205
541.8	11330.9
541.75	11173.3
541.7	11743.7
541.65	11632.8
541.6	11431.6
541.55	11192.4
541.5	10923.4
541.45	11022.6
541.4	11046.2
541.35	11418.3
541.3	11228.3
541.25	10555.7
541.2	10582.8
541.15	11071.6
541.1	10866.1
541.05	10765.9
541	10694.7
540.95	10540.5
540.9	10890.8
540.85	10948
540.8	11053.7
540.75	10990.3
540.7	10586.6
540.65	10713
540.6	10864.2
540.55	10529
540.5	10884.7
540.45	10835.6
540.4	10704.5
540.35	10936.4
540.3	10738.4
540.25	10778.8
540.2	10992.9
540.15	10639.5
540.1	10646.9
540.05	10675.3
540	10658.7
539.95	10717.6
539.9	10815.9
539.85	10779.3
539.8	10442.1
539.75	10370.2
539.7	10902.1
539.65	10970.9
539.6	10758.9
539.55	10265
539.5	10441.9
539.45	10446.9
539.4	10592.1
539.35	10384.9
539.3	10673.3
539.25	10342.8
539.2	10385.3
539.15	10427.3
539.1	10599.1
539.05	10635.9
539	10635.3
538.95	10547.1
538.9	10278.9
538.85	10501.1
