# x  OriginalData  Fit  Background  peak0  peak1  peak2
4.471999999999999886e+01 3.900000000000000000e+01 3.560665863319782432e+01 2.676241610036527163e+01 8.410549087130519297e+00 3.821582442867144103e-01 5.153520141532280663e-02
4.474000000000000199e+01 4.400000000000000000e+01 3.575109625229209342e+01 2.678025716487641716e+01 8.535680699210473676e+00 3.834792330285393680e-01 5.167915517666564484e-02
4.475999999999999801e+01 3.800000000000000000e+01 3.589830795891452908e+01 2.679803804660042488e+01 8.663639114428336896e+00 3.848070848132428834e-01 5.182371307252742892e-02
4.478000000000000114e+01 4.600000000000000000e+01 3.604838001078948651e+01 2.681575874553740846e+01 8.794510539485248302e+00 3.861418472779429845e-01 5.196887848889007733e-02
4.479999999999999716e+01 3.000000000000000000e+01 3.620140199386865021e+01 2.683341926168728264e+01 8.928384508871971548e+00 3.874835684739067476e-01 5.211465483549558575e-02
4.482000000000000028e+01 5.000000000000000000e+01 3.635746697846702347e+01 2.685101959504999058e+01 9.065354041000107443e+00 3.888322968708832761e-01 5.226104554604645708e-02
4.484000000000000341e+01 3.500000000000000000e+01 3.651667168405529651e+01 2.686855974562567440e+01 9.205515802989738816e+00 3.901880813614829746e-01 5.240805407840810892e-02
4.485999999999999943e+01 4.000000000000000000e+01 3.667911665326528947e+01 2.688603971341424881e+01 9.348970284670611974e+00 3.915509712656151109e-01 5.255568391481314078e-02
4.488000000000000256e+01 3.700000000000000000e+01 3.684490643570551782e+01 2.690345949841574225e+01 9.495821982392723015e+00 3.929210163349792784e-01 5.270393856206791183e-02
4.489999999999999858e+01 3.600000000000000000e+01 3.701414978222592111e+01 2.692081910063012629e+01 9.646179593286426268e+00 3.942982667576072631e-01 5.285282155176077024e-02
4.492000000000000171e+01 6.300000000000000000e+01 3.718695985032189100e+01 2.693811852005742935e+01 9.800156220661522255e+00 3.956827731624696365e-01 5.300233644047276649e-02
4.493999999999999773e+01 3.200000000000000000e+01 3.736345442141529816e+01 2.695535775669762302e+01 9.957869591283552424e+00 3.970745866241286448e-01 5.315248680999001829e-02
4.496000000000000085e+01 4.100000000000000000e+01 3.754375613081083429e+01 2.697253681055079255e+01 1.011944228532506251e+01 3.984737586674586551e-01 5.330327626751862891e-02
4.497999999999999687e+01 3.200000000000000000e+01 3.772799271118181252e+01 2.698965568161676742e+01 1.028500197984673292e+01 3.998803412724165063e-01 5.345470844590132636e-02
4.500000000000000000e+01 3.300000000000000000e+01 3.791629725051170396e+01 2.700671436989574659e+01 1.045468170673323627e+01 4.012943868788774737e-01 5.360678700383667006e-02
4.502000000000000313e+01 3.200000000000000000e+01 3.810880846548180756e+01 2.702371287538755951e+01 1.062862012607662798e+01 4.027159483915273008e-01 5.375951562610008228e-02
4.503999999999999915e+01 3.200000000000000000e+01 3.830567099138252729e+01 2.704065119809234830e+01 1.080696181608159812e+01 4.041450791848151258e-01 5.391289802376724588e-02
4.506000000000000227e+01 4.500000000000000000e+01 3.850703568970234869e+01 2.705752933800997084e+01 1.098985758064996432e+01 4.055818331079726891e-01 5.406693793443993062e-02
4.507999999999999829e+01 4.100000000000000000e+01 3.871305997464739335e+01 2.707434729514056926e+01 1.117746477589425602e+01 4.070262644900887739e-01 5.422163912247366518e-02
4.510000000000000142e+01 4.700000000000000000e+01 3.892390815994204445e+01 2.709110506948400143e+01 1.136994765693357579e+01 4.084784281452558674e-01 5.437700537920808763e-02
4.511999999999999744e+01 3.900000000000000000e+01 3.913975182737289060e+01 2.710780266104040948e+01 1.156747774643151239e+01 4.099383793777707785e-01 5.453304052319930123e-02
4.514000000000000057e+01 4.800000000000000000e+01 3.936077021865786207e+01 2.712444006980967970e+01 1.177023422646031037e+01 4.114061739874126378e-01 5.468974840045487396e-02
4.515999999999999659e+01 3.700000000000000000e+01 3.958715065235419672e+01 2.714101729579189737e+01 1.197840435540285853e+01 4.128818682747746882e-01 5.484713288467085723e-02
4.517999999999999972e+01 4.300000000000000000e+01 3.981908896766341854e+01 2.715753433898703406e+01 1.219218391175223815e+01 4.143655190466751792e-01 5.500519787747167738e-02
4.520000000000000284e+01 3.800000000000000000e+01 4.005678999714694299e+01 2.717399119939506136e+01 1.241177766682160666e+01 4.158571836216271023e-01 5.516394730865186585e-02
4.521999999999999886e+01 4.000000000000000000e+01 4.030046807054165470e+01 2.719038787701595083e+01 1.263739988855390450e+01 4.173569198353812570e-01 5.532338513642064831e-02
4.524000000000000199e+01 4.400000000000000000e+01 4.055034755205151242e+01 2.720672437184978776e+01 1.286927487880753951e+01 4.188647860465423700e-01 5.548351534764904558e-02
4.525999999999999801e+01 4.400000000000000000e+01 4.080666341369875738e+01 2.722300068389651528e+01 1.310763754670187353e+01 4.203808411422476077e-01 5.564434195811907014e-02
4.528000000000000114e+01 4.300000000000000000e+01 4.106966184755026461e+01 2.723921681315619026e+01 1.335273402083736904e+01 4.219051445439285786e-01 5.580586901277607287e-02
4.529999999999999716e+01 3.800000000000000000e+01 4.133960091987977137e+01 2.725537275962875583e+01 1.360482230345189336e+01 4.234377562131356743e-01 5.596810058598285925e-02
4.532000000000000028e+01 5.800000000000000000e+01 4.161675127060930635e+01 2.727146852331418359e+01 1.386417296985589687e+01 4.249787366574471759e-01 5.613104078177743456e-02
4.534000000000000341e+01 4.900000000000000000e+01 4.190139686167209021e+01 2.728750410421258721e+01 1.413106991678892754e+01 4.265281469364441413e-01 5.629469373413222705e-02
4.535999999999999943e+01 4.000000000000000000e+01 4.219383577827871790e+01 2.730347950232385301e+01 1.440581116367988557e+01 4.280860486677685040e-01 5.645906360721692635e-02
4.538000000000000256e+01 4.300000000000000000e+01 4.249438108743897402e+01 2.731939471764803784e+01 1.468870971116201751e+01 4.296525040332576650e-01 5.662415459566352144e-02
4.539999999999999858e+01 4.000000000000000000e+01 4.280336175849782876e+01 2.733524975018511327e+01 1.498009446160273228e+01 4.312275757851540270e-01 5.678997092483407949e-02
4.542000000000000171e+01 4.300000000000000000e+01 4.312112365090453636e+01 2.735104459993513615e+01 1.528031120686589972e+01 4.328113272524012900e-01 5.695651685109152235e-02
4.543999999999999773e+01 4.300000000000000000e+01 4.344803057492774911e+01 2.736677926689804963e+01 1.558972368902061056e+01 4.344038223470138571e-01 5.712379666207288015e-02
4.546000000000000085e+01 4.300000000000000000e+01 4.378446543159593318e+01 2.738245375107391055e+01 1.590871474027451526e+01 4.360051255705367224e-01 5.729181467696565361e-02
4.547999999999999687e+01 5.500000000000000000e+01 4.413083143875106629e+01 2.739806805246257682e+01 1.623768750902112146e+01 4.376153020205809652e-01 5.746057524678663264e-02
4.550000000000000000e+01 5.500000000000000000e+01 4.448755345080164147e+01 2.741362217106427579e+01 1.657706677958524821e+01 4.392344173974530031e-01 5.763008275466426772e-02
4.552000000000000313e+01 4.300000000000000000e+01 4.485507938051463839e+01 2.742911610687878010e+01 1.692730039400887421e+01 4.408625380108600056e-01 5.780034161612315063e-02
4.553999999999999915e+01 3.700000000000000000e+01 4.523388173205042762e+01 2.744454985990626028e+01 1.728886078507808222e+01 4.424997307867096219e-01 5.797135627937196473e-02
4.556000000000000227e+01 5.800000000000000000e+01 4.562445925538560942e+01 2.745992343014660264e+01 1.766224663073942125e+01 4.441460632739995806e-01 5.814313122559451597e-02
4.557999999999999829e+01 4.300000000000000000e+01 4.602733873333590253e+01 2.747523681759989245e+01 1.804798464111497935e+01 4.458016036517885028e-01 5.831567096924319266e-02
4.560000000000000142e+01 4.700000000000000000e+01 4.644307691357833789e+01 2.749049002226604443e+01 1.844663149051768869e+01 4.474664207362679114e-01 5.848898005833623459e-02
4.561999999999999744e+01 5.000000000000000000e+01 4.687226259940249662e+01 2.750568304414514387e+01 1.885877590819467642e+01 4.491405839879199502e-01 5.866306307475741000e-02
4.564000000000000057e+01 4.800000000000000000e+01 4.731551891440901159e+01 2.752081588323710548e+01 1.928504094301857208e+01 4.508241635187745788e-01 5.883792463455950889e-02
4.565999999999999659e+01 4.700000000000000000e+01 4.777350575805269273e+01 2.753588853954204296e+01 1.972608641902262505e+01 4.525172300997561403e-01 5.901356938827016091e-02
4.567999999999999972e+01 4.300000000000000000e+01 4.824692247080512431e+01 2.755090101305987105e+01 2.018261160055591219e+01 4.542198551681354002e-01 5.919000202120201781e-02
4.570000000000000284e+01 4.200000000000000000e+01 4.873651072983747667e+01 2.756585330379058973e+01 2.065535808795804584e+01 4.559321108350690710e-01 5.936722725376476772e-02
4.571999999999999886e+01 6.400000000000000000e+01 4.924305769850622738e+01 2.758074541173419902e+01 2.114511296703699728e+01 4.576540698932486939e-01 5.954524984178162506e-02
4.574000000000000199e+01 4.500000000000000000e+01 4.976739945562910350e+01 2.759557733689075576e+01 2.165271223833689618e+01 4.593858058246479414e-01 5.972407457680873472e-02
4.575999999999999801e+01 6.400000000000000000e+01 5.031042473358066758e+01 2.761034907926017468e+01 2.217904455522566565e+01 4.611273928083695073e-01 5.990370628645769885e-02
4.578000000000000114e+01 6.400000000000000000e+01 5.087307899769704989e+01 2.762506063884254104e+01 2.272505530329118173e+01 4.628789057286018527e-01 6.008414983472193382e-02
4.579999999999999716e+01 4.500000000000000000e+01 5.145636890338246161e+01 2.763971201563782643e+01 2.329175105743965091e+01 4.646404201826776492e-01 6.026541012230589300e-02
4.582000000000000028e+01 6.300000000000000000e+01 5.206136717175730411e+01 2.765430320964597399e+01 2.388020445753513243e+01 4.664120124892440766e-01 6.044749208695872345e-02
4.584000000000000341e+01 4.700000000000000000e+01 5.268921792972914631e+01 2.766883422086704059e+01 2.449155954846175831e+01 4.681937596965374260e-01 6.063040070381036512e-02
4.585999999999999943e+01 5.500000000000000000e+01 5.334114256610997984e+01 2.768330504930102620e+01 2.512703763623246545e+01 4.699857395907731106e-01 6.081414098571186200e-02
4.588000000000000256e+01 5.500000000000000000e+01 5.401844616193712767e+01 2.769771569494793084e+01 2.578794371830096210e+01 4.717880307046489752e-01 6.099871798357951735e-02
4.589999999999999858e+01 5.900000000000000000e+01 5.472252456060687109e+01 2.771206615780769766e+01 2.647567355368648023e+01 4.736007123259563523e-01 6.118413678674178291e-02
4.592000000000000171e+01 6.000000000000000000e+01 5.545487215193410435e+01 2.772635643788041193e+01 2.719172144702408644e+01 4.754238645063177948e-01 6.137040252329103995e-02
4.593999999999999773e+01 6.700000000000000000e+01 5.621709045394386806e+01 2.774058653516601680e+01 2.793768883034738693e+01 4.772575680700316680e-01 6.155752036043798253e-02
4.596000000000000085e+01 8.400000000000000000e+01 5.701089758729111878e+01 2.775475644966459754e+01 2.871529373749859460e+01 4.791019046230475253e-01 6.174549550487085092e-02
4.597999999999999687e+01 6.800000000000000000e+01 5.783813874984235071e+01 2.776886618137598361e+01 2.952638127870119789e+01 4.809569565620530618e-01 6.193433320311740597e-02
4.600000000000000000e+01 6.400000000000000000e+01 5.870079781340808722e+01 2.778291573030037398e+01 3.037293523728210332e+01 4.828228070836944608e-01 6.212403874191220476e-02
4.602000000000000313e+01 7.600000000000000000e+01 5.960101018106549731e+01 2.779690509643759810e+01 3.125709092698541980e+01 4.846995401939131476e-01 6.231461744856609669e-02
4.603999999999999915e+01 6.700000000000000000e+01 6.054107706229920893e+01 2.781083427978776967e+01 3.218114946710267787e+01 4.865872407174162695e-01 6.250607469134125682e-02
4.606000000000000227e+01 8.500000000000000000e+01 6.152348134450582506e+01 2.782470328035080342e+01 3.314759365396791679e+01 4.884859943072768496e-01 6.269841587982949438e-02
4.607999999999999829e+01 6.400000000000000000e+01 6.255090526361016856e+01 2.783851209812681304e+01 3.415910563156336366e+01 4.903958874546588409e-01 6.289164646533454417e-02
4.610000000000000142e+01 7.800000000000000000e+01 6.362625010389966462e+01 2.785226073311565642e+01 3.521858659134406366e+01 4.923170074986867317e-01 6.308577194125905563e-02
4.611999999999999744e+01 8.400000000000000000e+01 6.475265818793199912e+01 2.786594918531747567e+01 3.632917876213459607e+01 4.942494426364376636e-01 6.328079784349500969e-02
4.614000000000000057e+01 8.300000000000000000e+01 6.593353745180017711e+01 2.787957745473212867e+01 3.749428998538414248e+01 4.961932819330857614e-01 6.347672975081936064e-02
4.615999999999999659e+01 7.500000000000000000e+01 6.717258893923026619e+01 2.789314554135975754e+01 3.871762120925303918e+01 4.981486153321721400e-01 6.367357328529278659e-02
4.617999999999999972e+01 5.800000000000000000e+01 6.847383759001873216e+01 2.790665344520027702e+01 4.000319727703975303e+01 5.001155336660307871e-01 6.387133411266406047e-02
4.620000000000000284e+01 9.300000000000000000e+01 6.984166674396843177e+01 2.792010116625371552e+01 4.135540143110559086e+01 5.020941286663472836e-01 6.407001794277757123e-02
4.621999999999999886e+01 7.300000000000000000e+01 7.128085683035635611e+01 2.793348870452004462e+01 4.277901400233144358e+01 5.040844929748716785e-01 6.426963052998627135e-02
4.624000000000000199e+01 9.300000000000000000e+01 7.279662876421913609e+01 2.794681605999929275e+01 4.427925580639198699e+01 5.060867201542799121e-01 6.447017767356889861e-02
4.625999999999999801e+01 8.500000000000000000e+01 7.439469262303657615e+01 2.796008323269140305e+01 4.586183682042783971e+01 5.081009046991821210e-01 6.467166521815111146e-02
4.628000000000000114e+01 9.100000000000000000e+01 7.608130222879962901e+01 2.797329022259648923e+01 4.753301076510170731e+01 5.101271420472909268e-01 6.487409905413241140e-02
4.629999999999999716e+01 1.030000000000000000e+02 7.786331630802089876e+01 2.798643702971440916e+01 4.929963626459763049e+01 5.121655285907401600e-01 6.507748511811652092e-02
4.632000000000000028e+01 9.000000000000000000e+01 7.974826694223416723e+01 2.799952365404530497e+01 5.116924529710795611e+01 5.142161616875706720e-01 6.528182939334767343e-02
4.634000000000000341e+01 9.300000000000000000e+01 8.174443604858196011e+01 2.801255009558909137e+01 5.315011967540934990e+01 5.162791396733661387e-01 6.548713791015066399e-02
4.635999999999999943e+01 9.700000000000000000e+01 8.386094063764986117e+01 2.802551635434576838e+01 5.525137630468465488e+01 5.183545618730635018e-01 6.569341674637643735e-02
4.638000000000000256e+01 9.900000000000000000e+01 8.610782757513651120e+01 2.803842243031536441e+01 5.748306194418036341e+01 5.204425286129279460e-01 6.590067202785247769e-02
4.639999999999999858e+01 9.900000000000000000e+01 8.849617851483823472e+01 2.805126832349785104e+01 5.985625814017884494e+01 5.225431412326891900e-01 6.610890992883781958e-02
4.642000000000000171e+01 1.100000000000000000e+02 9.103822556014178247e+01 2.806405403389328512e+01 6.238319688747814951e+01 5.246565020978639637e-01 6.631813667248390165e-02
4.643999999999999773e+01 1.100000000000000000e+02 9.374747803478744856e+01 2.807677956150158138e+01 6.507738740014232803e+01 5.267827146122382453e-01 6.652835853129927812e-02
4.646000000000000085e+01 1.110000000000000000e+02 9.663886048423546526e+01 2.808944490632282509e+01 6.795375411285448308e+01 5.289218832305425666e-01 6.673958182762110281e-02
4.647999999999999687e+01 1.130000000000000000e+02 9.972886166746566516e+01 2.810205006835693098e+01 7.102878567270334997e+01 5.310741134712924083e-01 6.695181293409015189e-02
4.650000000000000000e+01 1.310000000000000000e+02 1.030356938154395436e+02 2.811459504760404116e+01 7.432069419763153917e+01 5.332395119298285469e-01 6.716505827413300767e-02
4.652000000000000313e+01 1.100000000000000000e+02 1.065794608058478872e+02 2.812707984406395667e+01 7.784958345116996270e+01 5.354181862915291523e-01 6.737932432244748970e-02
4.653999999999999915e+01 1.230000000000000000e+02 1.103823331144956512e+02 2.813950445773684805e+01 8.163762379380808909e+01 5.376102453452205054e-01 6.759461760549564935e-02
4.656000000000000227e+01 1.460000000000000000e+02 1.144687264341080066e+02 2.815186888862257319e+01 8.570923080178664577e+01 5.398157989967823367e-01 6.781094470200101088e-02
4.657999999999999829e+01 1.320000000000000000e+02 1.188654796889181569e+02 2.816417313672127420e+01 9.009124328167048645e+01 5.420349582829385726e-01 6.802831224345125272e-02
4.660000000000000142e+01 1.390000000000000000e+02 1.236020268127361561e+02 2.817641720203283739e+01 9.481309504840345426e+01 5.442678353852609119e-01 6.824672691460784146e-02
4.661999999999999744e+01 1.440000000000000000e+02 1.287105551042187699e+02 2.818860108455734803e+01 9.990697328056305082e+01 5.465145436443621385e-01 6.846619545401969043e-02
4.664000000000000057e+01 1.660000000000000000e+02 1.342261412449827276e+02 2.820072478429472085e+01 1.054079545384591228e+02 5.487751975743079269e-01 6.868672465454438159e-02
4.665999999999999659e+01 1.450000000000000000e+02 1.401868542000414095e+02 2.821278830124504111e+01 1.113541076645552721e+02 5.510499128772256006e-01 6.890832136387343987e-02
4.667999999999999972e+01 1.300000000000000000e+02 1.466338122735060097e+02 2.822479163540825198e+01 1.177865508391545717e+02 5.533388064581381549e-01 6.913099248506543448e-02
4.670000000000000284e+01 1.510000000000000000e+02 1.536111796463581243e+02 2.823673478678441029e+01 1.247494481181566215e+02 5.556419964400024503e-01 6.935474497708353503e-02
4.671999999999999886e+01 1.870000000000000000e+02 1.611660858851780915e+02 2.824861775537343078e+01 1.322899289417703415e+02 5.579596021789764437e-01 6.957958585534006202e-02
4.674000000000000199e+01 1.880000000000000000e+02 1.693484503148963256e+02 2.826044054117539872e+01 1.404579125072487784e+02 5.602917442799097980e-01 6.980552219224726851e-02
4.675999999999999801e+01 1.790000000000000000e+02 1.782106919553470163e+02 2.827220314419022884e+01 1.493058177054269606e+02 5.626385446120525380e-01 7.003256111777358961e-02
4.678000000000000114e+01 2.190000000000000000e+02 1.878073051134773266e+02 2.828390556441797798e+01 1.588881387129143263e+02 5.650001263250107320e-01 7.026070982000759413e-02
4.679999999999999716e+01 2.040000000000000000e+02 1.981942808991760785e+02 2.829554780185864615e+01 1.692608665079067691e+02 5.673766138649196655e-01 7.048997554572665469e-02
4.682000000000000028e+01 2.380000000000000000e+02 2.094283560995611424e+02 2.830712985651223335e+01 1.804807377444570591e+02 5.697681329908728110e-01 7.072036560097395841e-02
4.684000000000000341e+01 2.300000000000000000e+02 2.215660732039057734e+02 2.831865172837868272e+01 1.926042947773838705e+02 5.721748107915812787e-01 7.095188735164069394e-02
4.685999999999999943e+01 2.530000000000000000e+02 2.346626390991715425e+02 2.833011341745807954e+01 2.056867443577871200e+02 5.745967757022865108e-01 7.118454822405549665e-02
4.688000000000000256e+01 2.530000000000000000e+02 2.487705751931333396e+02 2.834151492375039538e+01 2.197806077561554332e+02 5.770341575219281038e-01 7.141835570558129065e-02
4.689999999999999858e+01 2.640000000000000000e+02 2.639381585483914705e+02 2.835285624725557341e+01 2.349341618963600808e+02 5.794870874305566577e-01 7.165331734521743212e-02
4.692000000000000171e+01 2.830000000000000000e+02 2.802076620254917430e+02 2.836413738797369888e+01 2.511896794987568455e+02 5.819556980070202945e-01 7.188944075421076219e-02
4.693999999999999773e+01 2.570000000000000000e+02 2.976134113354257806e+02 2.837535834590471495e+01 2.685814861326674645e+02 5.844401232469017549e-01 7.212673360667180844e-02
4.696000000000000085e+01 2.970000000000000000e+02 3.161796880746755960e+02 2.838651912104865005e+01 2.871338632514060123e+02 5.869404985807402664e-01 7.236520364019999318e-02
4.697999999999999687e+01 3.340000000000000000e+02 3.359185199132834327e+02 2.839761971340547575e+01 3.068588383803289048e+02 5.894569608925109838e-01 7.260485865651424009e-02
4.700000000000000000e+01 3.180000000000000000e+02 3.568274116527970818e+02 2.840866012297527732e+01 3.277539161747612866e+02 5.919896485383987494e-01 7.284570652209269859e-02
4.702000000000000313e+01 3.620000000000000000e+02 3.788870832617437259e+02 2.841964034975791265e+01 3.497998164554511504e+02 5.945387013658408604e-01 7.308775516881840795e-02
4.703999999999999915e+01 3.620000000000000000e+02 4.020592925202416836e+02 2.843056039375349542e+01 3.729582968531607321e+02 5.971042607328689300e-01 7.333101259463327415e-02
4.706000000000000227e+01 4.190000000000000000e+02 4.262848297664126562e+02 2.844142025496194037e+01 3.971701475550588043e+02 5.996864695277412949e-01 7.357548686420015138e-02
4.707999999999999829e+01 4.480000000000000000e+02 4.514817795998540646e+02 2.845221993338333277e+01 4.223534530081723233e+02 6.022854721888674101e-01 7.382118610957108529e-02
4.710000000000000142e+01 4.140000000000000000e+02 4.775441484340449279e+02 2.846295942901758735e+01 4.484022194717714456e+02 6.049014147250475482e-01 7.406811853086535391e-02
4.711999999999999744e+01 5.230000000000000000e+02 5.043409567391286714e+02 2.847363874186481780e+01 4.751854672601309062e+02 6.075344447360093714e-01 7.431629239695373979e-02
4.714000000000000057e+01 5.590000000000000000e+02 5.317158900523567127e+02 2.848425787192488201e+01 5.025468817529523449e+02 6.101847114332689115e-01 7.456571604615225279e-02
4.715999999999999659e+01 5.560000000000000000e+02 5.594875929204470140e+02 2.849481681919792209e+01 5.303051073377008606e+02 6.128523656613017456e-01 7.481639788692279192e-02
4.717999999999999972e+01 5.630000000000000000e+02 5.874506747003123337e+02 2.850531558368379592e+01 5.582547532103109234e+02 6.155375599190524571e-01 7.506834639858331326e-02
4.720000000000000284e+01 6.070000000000000000e+02 6.153774757046421655e+02 2.851575416538270247e+01 5.861681595207455757e+02 6.182404483817589558e-01 7.532157013202522844e-02
4.721999999999999886e+01 6.350000000000000000e+02 6.430206169995396976e+02 2.852613256429441435e+01 6.137979471706116783e+02 6.209611869231269621e-01 7.557607771043997613e-02
4.724000000000000199e+01 6.700000000000000000e+02 6.701163280480406002e+02 2.853645078041907368e+01 6.408803454566536857e+02 6.236999331378449973e-01 7.583187783005453098e-02
4.725999999999999801e+01 6.570000000000000000e+02 6.963885144875054038e+02 2.854670881375659519e+01 6.671392598481234018e+02 6.264568463644412111e-01 7.608897926087439256e-02
4.728000000000000114e+01 6.690000000000000000e+02 7.215534950640422949e+02 2.855690666430706415e+01 6.922910089211793547e+02 6.292320877085054720e-01 7.634739084743698279e-02
4.729999999999999716e+01 7.820000000000000000e+02 7.453253037818567464e+02 2.856704433207042371e+01 7.160496265082105083e+02 6.320258200662641768e-01 7.660712150957274535e-02
4.732000000000000028e+01 7.900000000000000000e+02 7.674214224578071253e+02 2.857712181704670229e+01 7.381325942523686763e+02 6.348382081485310913e-01 7.686818024317620957e-02
4.734000000000000341e+01 8.290000000000000000e+02 7.875687819224253872e+02 2.858713911923587148e+01 7.582668428085635242e+02 6.376694185050260089e-01 7.713057612098569993e-02
4.735999999999999943e+01 7.560000000000000000e+02 8.055098488104447370e+02 2.859709623863798811e+01 7.761948386339643093e+02 6.405196195490776567e-01 7.739431829337252433e-02
4.738000000000000256e+01 8.640000000000000000e+02 8.210086007482344712e+02 2.860699317525299534e+01 7.916805591754095985e+02 6.433889815827191772e-01 7.765941598914047339e-02
4.739999999999999858e+01 8.380000000000000000e+02 8.338561869548165078e+02 2.861682992908089318e+01 8.045151534703970810e+02 6.462776768221673018e-01 7.792587851633299423e-02
4.742000000000000171e+01 8.070000000000000000e+02 8.438760745767062872e+02 2.862660650012171004e+01 8.145220884818977538e+02 6.491858794237185259e-01 7.819371526305260445e-02
4.743999999999999773e+01 8.300000000000000000e+02 8.509284937188592721e+02 2.863632288837541751e+01 8.215615941292754769e+02 6.521137655100394115e-01 7.846293569828771686e-02
4.746000000000000085e+01 8.930000000000000000e+02 8.549140158159092380e+02 2.864597909384207242e+01 8.255342416594976385e+02 6.550615131968915428e-01 7.873354937275160725e-02
4.747999999999999687e+01 8.320000000000000000e+02 8.557761298620910111e+02 2.865557511652158951e+01 8.263835198770294710e+02 6.580293026202608253e-01 7.900556591972976439e-02
4.750000000000000000e+01 9.470000000000000000e+02 8.535027177308080581e+02 2.866511095641408247e+01 8.240973104633741286e+02 6.610173159639394225e-01 7.927899505593913321e-02
4.752000000000000313e+01 8.450000000000000000e+02 8.481263715771481202e+02 2.867458661351940918e+01 8.187082053795587626e+02 6.640257374875307983e-01 7.955384658239622597e-02
4.753999999999999915e+01 9.000000000000000000e+02 8.397235410174803292e+02 2.868400208783771177e+01 8.102926540457024203e+02 6.670547535549128382e-01 7.983013038529691852e-02
4.756000000000000227e+01 8.840000000000000000e+02 8.284125431174222740e+02 2.869335737936884811e+01 7.989689733289533251e+02 6.701045526631600469e-01 8.010785643690694624e-02
4.757999999999999829e+01 8.570000000000000000e+02 8.143505118501456082e+02 2.870265248811296033e+01 7.848942970017643574e+02 6.731753254719162749e-01 8.038703479646229499e-02
4.760000000000000142e+01 8.230000000000000000e+02 7.977294033782321776e+02 2.871188741406993472e+01 7.682605810237179185e+02 6.762672648332601621e-01 8.066767561108205420e-02
4.761999999999999744e+01 7.340000000000000000e+02 7.787712072862892683e+02 2.872106215723985656e+01 7.492898147741105959e+02 6.793805658220337662e-01 8.094978911669076238e-02
4.764000000000000057e+01 7.180000000000000000e+02 7.577225401464006609e+02 2.873017671762261216e+01 7.282286146173723864e+02 6.825154257666814495e-01 8.123338563895406150e-02
4.765999999999999659e+01 7.250000000000000000e+02 7.348488154065212257e+02 2.873923109521837205e+01 7.053423937914282078e+02 6.856720442805681603e-01 8.151847559422382983e-02
4.767999999999999972e+01 7.050000000000000000e+02 7.104281919538210559e+02 2.874822529002693727e+01 6.809093109710097451e+02 6.888506232938297336e-01 8.180506949049674847e-02
4.770000000000000284e+01 6.170000000000000000e+02 6.847455027750099816e+02 2.875715930204853521e+01 6.552141989279473364e+02 6.920513670857209032e-01 8.209317792838338734e-02
4.771999999999999886e+01 5.880000000000000000e+02 6.580863553955693988e+02 2.876603313128296691e+01 6.285426649703669000e+02 6.952744823175064370e-01 8.238281160208982268e-02
4.774000000000000199e+01 6.130000000000000000e+02 6.307315781895825921e+02 2.877484677773031763e+01 6.011755372524859240e+02 6.985201780658892856e-01 8.267398130041192506e-02
4.775999999999999801e+01 6.060000000000000000e+02 6.029521625577743862e+02 2.878360024139055895e+01 5.733838069526191248e+02 7.017886658569766345e-01 8.296669790774052755e-02
4.778000000000000114e+01 5.460000000000000000e+02 5.750048220012387219e+02 2.879229352226371930e+01 5.454241873468689619e+02 7.050801597008228283e-01 8.326097240508106845e-02
4.779999999999999716e+01 4.930000000000000000e+02 5.471282570615699115e+02 2.880092662034977025e+01 5.175353787492225592e+02 7.083948761265222993e-01 8.355681587108393371e-02
4.782000000000000028e+01 5.460000000000000000e+02 5.195401817778466693e+02 2.880949953564876864e+01 4.899350949684968555e+02 7.117330342179025715e-01 8.385423948308937114e-02
4.784000000000000341e+01 5.360000000000000000e+02 4.924351344756516369e+02 2.881801226816062922e+01 4.628178740973230560e+02 7.150948556497899178e-01 8.415325451818417291e-02
4.785999999999999943e+01 4.500000000000000000e+02 4.659830649165083400e+02 2.882646481788543724e+01 4.363536656615437437e+02 7.184805647248911908e-01 8.445387235427226358e-02
4.788000000000000256e+01 4.180000000000000000e+02 4.403286624055353968e+02 2.883485718482316429e+01 4.106871587278297966e+02 7.218903884112876090e-01 8.475610447115897172e-02
4.789999999999999858e+01 3.700000000000000000e+02 4.155913663704814667e+02 2.884318936897375352e+01 3.859377924826755475e+02 7.253245563805447160e-01 8.505996245164783309e-02
4.792000000000000171e+01 3.910000000000000000e+02 3.918659828349680652e+02 2.885146137033729019e+01 3.622003727056016373e+02 7.287833010464759287e-01 8.536545798265274265e-02
4.793999999999999773e+01 3.910000000000000000e+02 3.692238174177046517e+02 2.885967318891371747e+01 3.395462047683300852e+02 7.322668576045393563e-01 8.567260285632243011e-02
4.796000000000000085e+01 3.520000000000000000e+02 3.477142279765404282e+02 2.886782482470306377e+01 3.180246462787942505e+02 7.357754640719127437e-01 8.598140897118088100e-02
4.797999999999999687e+01 3.400000000000000000e+02 3.273664974817839948e+02 2.887591627770527225e+01 2.976649799544172197e+02 7.393093613282298859e-01 8.629188833328060859e-02
4.800000000000000000e+01 2.960000000000000000e+02 3.081919296146373313e+02 2.888394754792042818e+01 2.784785092205024739e+02 7.428687931570190361e-01 8.660405305737191306e-02
4.802000000000000313e+01 3.250000000000000000e+02 2.901860752490893560e+02 2.889191863534850313e+01 2.604607846920849852e+02 7.464540062878282090e-01 8.691791536808586571e-02
