# x  Fit  Background  peak0  peak1
5.661999999999999744e+01 4.639458839448994354e+02 3.096537847506670005e+01 4.314576922610444853e+02 1.522813208788257100e+00
5.664000000000000057e+01 4.440993499421767297e+02 3.096498916340078722e+01 4.115859867540056598e+02 1.548374024770294177e+00
5.665999999999999659e+01 4.242433176604076266e+02 3.096430967446531213e+01 3.917044195848811228e+02 1.574588401061194576e+00
5.667999999999999972e+01 4.045262876141206334e+02 3.096334000826004740e+01 3.719614686342861773e+02 1.601478971574397336e+00
5.670000000000000284e+01 3.850826410629193219e+02 3.096208016478522040e+01 3.524914915322975730e+02 1.629069365836550043e+00
5.671999999999999886e+01 3.660315855944215855e+02 3.096053014404037640e+01 3.334136711879795598e+02 1.657384262401652597e+00
5.674000000000000199e+01 3.474765431822051482e+02 3.095868994602619750e+01 3.148314037905151395e+02 1.686449445663794400e+00
5.675999999999999801e+01 3.295049536461037860e+02 3.095655957074200160e+01 2.968321022090421479e+02 1.716291866319652692e+00
5.678000000000000114e+01 3.121884553881940860e+02 3.095413901818801605e+01 2.794873766642525652e+02 1.746939705753488781e+00
5.679999999999999716e+01 2.955833969050017913e+02 3.095142828836446824e+01 2.628535461719972659e+02 1.778422444640078037e+00
5.682000000000000028e+01 2.797316269555344093e+02 3.094842738127090342e+01 2.469724286381763534e+02 1.810770936087203298e+00
5.684000000000000341e+01 2.646615083230512937e+02 3.094513629690800371e+01 2.318723545424765859e+02 1.844017483666651414e+00
5.685999999999999943e+01 2.503890996455763798e+02 3.094155503527508699e+01 2.175693486855873005e+02 1.878195924714005427e+00
5.688000000000000256e+01 2.369194515104750849e+02 3.093768359637260801e+01 2.040684261947914706e+02 1.913341719311006939e+00
5.689999999999999858e+01 2.242479665452952986e+02 3.093352198020033939e+01 1.913649525196935599e+02 1.949492045401412632e+00
5.692000000000000171e+01 2.123617781855104170e+02 3.092907018675850850e+01 1.794460220982191743e+02 1.986685900532724869e+00
5.693999999999999773e+01 2.012411087434822150e+02 3.092432821604666060e+01 1.682918163166748684e+02 2.024964210760696215e+00
5.696000000000000085e+01 1.908605739369512548e+02 3.091929606806525044e+01 1.578769079215818181e+02 2.064369947304193875e+00
5.697999999999999687e+01 1.811904077895837020e+02 3.091397374281405064e+01 1.481714857951773183e+02 2.104948251592332564e+00
5.700000000000000000e+01 1.721975884661297584e+02 3.090836124029306120e+01 1.391424806564290577e+02 2.146746569407629757e+00
5.702000000000000313e+01 1.638468518857396532e+02 3.090245856050250950e+01 1.307545785303415187e+02 2.189814794895619698e+00
5.703999999999999915e+01 1.561015856643814459e+02 3.089626570344216816e+01 1.229711145356522479e+02 2.234205425287034696e+00
5.706000000000000227e+01 1.489246009306791336e+02 3.088978266911203718e+01 1.157548445343058887e+02 2.279973727261199290e+00
5.707999999999999829e+01 1.422787837560734658e+02 3.088300945751211657e+01 1.090685963825897460e+02 2.327177915971576638e+00
5.710000000000000142e+01 1.361276313104382609e+02 3.087594606864263369e+01 1.028758058939377236e+02 2.375879347857895230e+00
5.711999999999999744e+01 1.304356804131837464e+02 3.086859250250336117e+01 9.714094518219827989e+01 2.426142728482114208e+00
5.714000000000000057e+01 1.251688379468017160e+02 3.086094875909452639e+01 9.182985285095239192e+01 2.478036336754794622e+00
5.715999999999999659e+01 1.202946237109191401e+02 3.085301483841567460e+01 8.690997660544474002e+01 2.531632267058728569e+00
5.717999999999999972e+01 1.157823368118375242e+02 3.084479074046703317e+01 8.235053938043273547e+01 2.587006690937755149e+00
5.720000000000000284e+01 1.116031567063923120e+02 3.083627646524882948e+01 7.812264010094911271e+01 2.644240140194363597e+00
5.721999999999999886e+01 1.077301896514713775e+02 3.082747201276083615e+01 7.419929982526952017e+01 2.703417813441017170e+00
5.724000000000000199e+01 1.041384706501675481e+02 3.081837738300328056e+01 7.055546335879242292e+01 2.764629908371845968e+00
5.725999999999999801e+01 1.008049301220415117e+02 3.080899257597593532e+01 6.716796556379244976e+01 2.827971982273121743e+00
5.728000000000000114e+01 9.770833353751000061e+01 3.079931759167880045e+01 6.401547060225811947e+01 2.893545343573074025e+00
5.729999999999999716e+01 9.482920121176626083e+01 3.078935243011187595e+01 6.107839130410683026e+01 2.961457477547547956e+00
5.732000000000000028e+01 9.214971440553144078e+01 3.077909709127538918e+01 5.833879480459857092e+01 3.031822509657485565e+00
5.734000000000000341e+01 8.965361286994490797e+01 3.076855157516888539e+01 5.578029958438111890e+01 3.104761710394913443e+00
5.735999999999999943e+01 8.732608803058607805e+01 3.075771588179304672e+01 5.338796810282192951e+01 3.180404045971095606e+00
5.738000000000000256e+01 8.515367515079914540e+01 3.074659001114719103e+01 5.114819835995948694e+01 3.258886779692475866e+00
5.739999999999999858e+01 8.312414705805737469e+01 3.073517396323154571e+01 4.904861696537398785e+01 3.340356129451854894e+00
5.742000000000000171e+01 8.122641136302564746e+01 3.072346773804633813e+01 4.707797563756027159e+01 3.424967987419041293e+00
5.743999999999999773e+01 7.945041254803689412e+01 3.071147133559134090e+01 4.522605250368881258e+01 3.512888708756749967e+00
5.746000000000000085e+01 7.778703984438497798e+01 3.069918475586678142e+01 4.348355911148719599e+01 3.604295977030999687e+00
5.747999999999999687e+01 7.622804144841471441e+01 3.068660799887220492e+01 4.184205369460938329e+01 3.699379754933133757e+00
5.750000000000000000e+01 7.476594533520544417e+01 3.067374106460829353e+01 4.029386094058754253e+01 3.798343330009610330e+00
5.752000000000000313e+01 7.339398670566069427e+01 3.066058395307413775e+01 3.883199828627889616e+01 3.901404466307667906e+00
5.753999999999999915e+01 7.210604193773403381e+01 3.064713666427064709e+01 3.745010859924381208e+01 4.008796674219585299e+00
5.756000000000000227e+01 7.089656879564601866e+01 3.063339919819713941e+01 3.614239898509755733e+01 4.120770612351317475e+00
5.757999999999999829e+01 6.976055257333621284e+01 3.061937155485406947e+01 3.490358538150547218e+01 4.237595636976664082e+00
5.760000000000000142e+01 6.869345780194544204e+01 3.060505373424143727e+01 3.372884255111839025e+01 4.359561516585608310e+00
5.761999999999999744e+01 6.769118512902889506e+01 3.059044573635878805e+01 3.261375906146943748e+01 4.486980331200667749e+00
5.764000000000000057e+01 6.675003297340165886e+01 3.057554756120657657e+01 3.155429683364747362e+01 4.620188578547616665e+00
5.765999999999999659e+01 6.586666356923819876e+01 3.056035920878457546e+01 3.054675484863519230e+01 4.759549511818438106e+00
5.767999999999999972e+01 6.503807303221351788e+01 3.054488067909278470e+01 2.958773661644568520e+01 4.905455736675054190e+00
5.770000000000000284e+01 6.426156510598752902e+01 3.052911197213120431e+01 2.867412103556950598e+01 5.058332098286816070e+00
5.771999999999999886e+01 6.353472827664557343e+01 3.051305308790028903e+01 2.780303629617738181e+01 5.218638892567900811e+00
5.774000000000000199e+01 6.285541597398145797e+01 3.049670402639912936e+01 2.697183650825576962e+01 5.386875439326558990e+00
5.775999999999999801e+01 6.222172961028737603e+01 3.048006478762840743e+01 2.617808076396201145e+01 5.563584058696950940e+00
5.778000000000000114e+01 6.163200423849572474e+01 3.046313537158812323e+01 2.541951437101092637e+01 5.749354495896676909e+00
5.779999999999999716e+01 6.108479664138171472e+01 3.044591577827804940e+01 2.469405202022040058e+01 5.944828842883270070e+00
5.782000000000000028e+01 6.057887569139804640e+01 3.042840600769818593e+01 2.399976267500781901e+01 6.150707008692045008e+00
5.784000000000000341e+01 6.011321484611597299e+01 3.041060605984853282e+01 2.333485599342493444e+01 6.367752792842501286e+00
5.785999999999999943e+01 5.968698666676647946e+01 3.039251593472931745e+01 2.269767011415456182e+01 6.596800617882598416e+00
5.788000000000000256e+01 5.929955926654771758e+01 3.037413563234008507e+01 2.208666065675581791e+01 6.838762977451818159e+00
5.789999999999999858e+01 5.895049461075861075e+01 3.035546515268151779e+01 2.150039080341411335e+01 7.094638654662981381e+00
5.792000000000000171e+01 5.863954860185001650e+01 3.033650449575293351e+01 2.093752234461535622e+01 7.365521761481720553e+00
5.793999999999999773e+01 5.836667288856471458e+01 3.031725366155455959e+01 2.039680758466966282e+01 7.652611642340496623e+00
5.796000000000000085e+01 5.813201833865224444e+01 3.029771265008685077e+01 1.987708201498069371e+01 7.957223673584703505e+00
5.797999999999999687e+01 5.793594010837325214e+01 3.027788146134912495e+01 1.937725767355698991e+01 8.280800973467139059e+00
5.800000000000000000e+01 5.777900422812680858e+01 3.025776009534160949e+01 1.889631711860377195e+01 8.624927014181420049e+00
5.802000000000000313e+01 5.766199560097084031e+01 3.023734855206430439e+01 1.843330795229553587e+01 8.991339096611001835e+00
5.803999999999999915e+01 5.758592727842717096e+01 3.021664683151766440e+01 1.798733783807427500e+01 9.381942608835231567e+00
5.806000000000000227e+01 5.755205083463949478e+01 3.019565493370100739e+01 1.755756996123100322e+01 9.798825939707485944e+00
5.807999999999999829e+01 5.756186760462377094e+01 3.017437285861478813e+01 1.714321888814633965e+01 1.024427585786264849e+01
5.810000000000000142e+01 5.761714048415193901e+01 3.015280060625855185e+01 1.674354678452526812e+01 1.072079309336812081e+01
5.811999999999999744e+01 5.771990590721873815e+01 3.013093817663275331e+01 1.635785995733296616e+01 1.123110777325302045e+01
5.814000000000000057e+01 5.787248552191518058e+01 3.010878556973716513e+01 1.598550568897374902e+01 1.177819426320427176e+01
5.815999999999999659e+01 5.807749697749221696e+01 3.008634278557201469e+01 1.562586933566641711e+01 1.236528485625378870e+01
5.817999999999999972e+01 5.833786311573184236e+01 3.006360982413707461e+01 1.527837166494581922e+01 1.299588162664894497e+01
5.820000000000000284e+01 5.865681873090251486e+01 3.004058668543211752e+01 1.494246640988692931e+01 1.367376563558346625e+01
5.821999999999999886e+01 5.903791392807729466e+01 3.001727336945782554e+01 1.461763801997636314e+01 1.440300253864310775e+01
5.824000000000000199e+01 5.948501297438244251e+01 2.999366987621351655e+01 1.430339959063422661e+01 1.518794350753469402e+01
5.825999999999999801e+01 6.000228740824856999e+01 2.996977620569987266e+01 1.399929095523631339e+01 1.603322024731238571e+01
5.828000000000000114e+01 6.059420205581102437e+01 2.994559235791598439e+01 1.370487692510541677e+01 1.694373277278962675e+01
5.829999999999999716e+01 6.126549251076318114e+01 2.992111833286253386e+01 1.341974566440648609e+01 1.792462851349416653e+01
5.832000000000000028e+01 6.202113257489227749e+01 2.989635413053952107e+01 1.314350718816080033e+01 1.898127125619195965e+01
5.834000000000000341e+01 6.286629014313096775e+01 2.987129975094694601e+01 1.287579197275612941e+01 2.011919841942788523e+01
5.835999999999999943e+01 6.380627006168671755e+01 2.984595519408412656e+01 1.261624966934585856e+01 2.134406519825673243e+01
5.838000000000000256e+01 6.484644260323749165e+01 2.982032045995174485e+01 1.236454791145822441e+01 2.266157423182752595e+01
5.839999999999999858e+01 6.599215640112652181e+01 2.979439554855002825e+01 1.212037120895224795e+01 2.407738964362425094e+01
5.842000000000000171e+01 6.724863497529568690e+01 2.976818045987806727e+01 1.188341992119140222e+01 2.559703459422621563e+01
5.843999999999999773e+01 6.862085637394721971e+01 2.974167519393677139e+01 1.165340930297021949e+01 2.722577187704022705e+01
5.846000000000000085e+01 7.011341595071219501e+01 2.971487975072545851e+01 1.143006861731507762e+01 2.896846758267165356e+01
5.847999999999999687e+01 7.173037289661174043e+01 2.968779413024435598e+01 1.121314030981797494e+01 3.082943845654941484e+01
5.850000000000000000e+01 7.347508184280613364e+01 2.966041833249369120e+01 1.100237923963573472e+01 3.281228427067669884e+01
5.852000000000000313e+01 7.535001163079078879e+01 2.963275235747346414e+01 1.079755196272322593e+01 3.491970731059409871e+01
5.853999999999999915e+01 7.735655419094339891e+01 2.960479620518322008e+01 1.059843606325399890e+01 3.715332192250618704e+01
5.856000000000000227e+01 7.949482735010917622e+01 2.957654987562318638e+01 1.040481952953570932e+01 3.951345794495027519e+01
5.857999999999999829e+01 8.176347626906259336e+01 2.954801336879381779e+01 1.021650017104490793e+01 4.199896272922386942e+01
5.860000000000000142e+01 8.415947904945299740e+01 2.951918668469443219e+01 1.003328507349100107e+01 4.460700729126756414e+01
5.861999999999999744e+01 8.667796280010325916e+01 2.949006982332548432e+01 9.854990089082853899e+00 4.733290288769492093e+01
5.864000000000000057e+01 8.931203706409590382e+01 2.946066278468651944e+01 9.681439359403583467e+00 5.016993492000580090e+01
5.865999999999999659e+01 9.205265192955832276e+01 2.943096556877799230e+01 9.512464868517248817e+00 5.310922149226308164e+01
5.867999999999999972e+01 9.488848832941968681e+01 2.940097817559990290e+01 9.347906024121730439e+00 5.613960412969806413e+01
5.870000000000000284e+01 9.780588793461191699e+01 2.937070060515202385e+01 9.187609264742880200e+00 5.924757806471700405e+01
5.871999999999999886e+01 1.007888296262441941e+02 2.934013285743412780e+01 9.031427691122825507e+00 6.241726907768723009e+01
5.874000000000000199e+01 1.038189587719485303e+02 2.930927493244666948e+01 8.879220720103973008e+00 6.563046311939788779e+01
5.875999999999999801e+01 1.068756744219966492e+02 2.927812683018964890e+01 8.730853759444309858e+00 6.886669383236269937e+01
5.878000000000000114e+01 1.099362780915335804e+02 2.924668855066261131e+01 8.586197902119504732e+00 7.210339163875146085e+01
5.879999999999999716e+01 1.129761860349582605e+02 2.921496009386601145e+01 8.445129638782285397e+00 7.531609630230997254e+01
5.882000000000000028e+01 1.159692048958207664e+02 2.918294145979962195e+01 8.307530587148006518e+00 7.847873284887313616e+01
5.884000000000000341e+01 1.188878683979063169e+02 2.915063264846367019e+01 8.173287237172074171e+00 8.156394851227057075e+01
5.885999999999999943e+01 1.217038304153107902e+02 2.911803365985770142e+01 8.042290710967604284e+00 8.454350604448548268e+01
5.888000000000000256e+01 1.243883074195409222e+02 2.908514449398217039e+01 7.914436536491732177e+00 8.738872638906701695e+01
5.889999999999999858e+01 1.269125610578559815e+02 2.905196515083684972e+01 7.789624434100952399e+00 9.007097147291817407e+01
5.892000000000000171e+01 1.292484095808008533e+02 2.901849563042173941e+01 7.667758115140227204e+00 9.256215583523886892e+01
5.893999999999999773e+01 1.313687551171728103e+02 2.898473593273706683e+01 7.548745091793813700e+00 9.483527409264193864e+01
5.896000000000000085e+01 1.332481124919896160e+02 2.895068605778260462e+01 7.432496497478710218e+00 9.686492993672831631e+01
5.897999999999999687e+01 1.348631244820508073e+02 2.891634600555858015e+01 7.318926917115763153e+00 9.862785155937646664e+01
5.900000000000000000e+01 1.361930481683360199e+02 2.888171577606453866e+01 7.207954226657901309e+00 1.001033781656135915e+02
5.902000000000000313e+01 1.372201974122806973e+02 2.884679536930093491e+01 7.099499441301288627e+00 1.012739026016784862e+02
5.903999999999999915e+01 1.379303274622915296e+02 2.881158478526731415e+01 6.993486571842853827e+00 1.021252561051813785e+02
5.906000000000000227e+01 1.383129492646902463e+02 2.877608402396435849e+01 6.889842488686281463e+00 1.026470227520396037e+02
5.907999999999999829e+01 1.383615631557278220e+02 2.874029308539138583e+01 6.788496793032596344e+00 1.028327732773038434e+02
5.910000000000000142e+01 1.380738041656715325e+02 2.870421196954885090e+01 6.689381694821868507e+00 1.026802105013008202e+02
5.911999999999999744e+01 1.374514940645906336e+02 2.866784067643652634e+01 6.592431897023788068e+00 1.021912214911303209e+02
5.914000000000000057e+01 1.365005983957388196e+02 2.863117920605441213e+01 6.497584485899636775e+00 1.013718347037847707e+02
5.915999999999999659e+01 1.352310899373500206e+02 2.859422755840273567e+01 6.404778826885508813e+00 1.002320835520617663e+02
5.917999999999999972e+01 1.336567231639155295e+02 2.855698573348126956e+01 6.313956465767472714e+00 9.878578096466678460e+01
5.920000000000000284e+01 1.317947272039063762e+02 2.851945373129001382e+01 6.225061034843241359e+00 9.705021243777312634e+01
5.921999999999999886e+01 1.296654273841394911e+02 2.848163155182896844e+01 6.138038163782640666e+00 9.504575766852789798e+01
5.924000000000000199e+01 1.272918076019239493e+02 2.844351919509836080e+01 6.052835394919174661e+00 9.279545301190641737e+01
5.925999999999999801e+01 1.246990273893211452e+02 2.840511666109796352e+01 5.969402102721796055e+00 9.032450862550138027e+01
5.928000000000000114e+01 1.219139085724188050e+02 2.836642394982777660e+01 5.887689417211190879e+00 8.765979520537983660e+01
5.929999999999999716e+01 1.189644068565419275e+02 2.832744106128780004e+01 5.807650151101126923e+00 8.482931564415299874e+01
5.932000000000000028e+01 1.158790834908693341e+02 2.828816799547826122e+01 5.729238730457565154e+00 8.186167676493350598e+01
5.934000000000000341e+01 1.126865914181206847e+02 2.824860475239893276e+01 5.652411128682762076e+00 7.878557553703898009e+01
5.935999999999999943e+01 1.094151890579688455e+02 2.820875133204981466e+01 5.577124803641994255e+00 7.562931292227703750e+01
5.938000000000000256e+01 1.060922931898671493e+02 2.816860773443113430e+01 5.503338637762703378e+00 7.242034681767331961e+01
5.939999999999999858e+01 1.027440803909774161e+02 2.812817395954243693e+01 5.431012880946086696e+00 6.918489355048889422e+01
5.942000000000000171e+01 9.939514425640098239e+01 2.808745000738417730e+01 5.360109096140118545e+00 6.594758515287668388e+01
5.943999999999999773e+01 9.606821329370406204e+01 2.804643587795612802e+01 5.290590107433261302e+00 6.273118730831467360e+01
5.946000000000000085e+01 9.278393204996282861e+01 2.800513157125851649e+01 5.222419950535141631e+00 5.955638052816916428e+01
5.947999999999999687e+01 8.956070579706377544e+01 2.796353708729111531e+01 5.155563825519750232e+00 5.644160488425291078e+01
5.950000000000000000e+01 8.641460705568199785e+01 2.792165242605369713e+01 5.089988051712738049e+00 5.340296657791556356e+01
5.952000000000000313e+01 8.335934044983315516e+01 2.787947758754694405e+01 5.025660024612510490e+00 5.045420283767370506e+01
5.953999999999999915e+01 8.040626090228724365e+01 2.783701257177017396e+01 4.962548174740198270e+00 4.760670015577686343e+01
5.956000000000000227e+01 7.756443903738249901e+01 2.779425737872384161e+01 4.900621928320199494e+00 4.486955973033845169e+01
5.957999999999999829e+01 7.484076686310162074e+01 2.775121200840771962e+01 4.839851669698765235e+00 4.224970318499513411e+01
5.960000000000000142e+01 7.224009635239397653e+01 2.770787646082203537e+01 4.780208705412515968e+00 3.975201118615942875e+01
5.961999999999999744e+01 6.976540341298178305e+01 2.766425073596633410e+01 4.721665229824983712e+00 3.737948744719046346e+01
5.964000000000000057e+01 6.741796989099972848e+01 2.762033483384107058e+01 4.664194292252576091e+00 3.513344076490608359e+01
5.965999999999999659e+01 6.519757665380382150e+01 2.757612875444601741e+01 4.607769765506960269e+00 3.301367813385085270e+01
5.967999999999999972e+01 6.310270139213530172e+01 2.753163249778117461e+01 4.552366315783805462e+00 3.101870257857032342e+01
5.970000000000000284e+01 6.113071552055596669e+01 2.748684606384676954e+01 4.497959373832667751e+00 2.914591008287652940e+01
5.971999999999999886e+01 5.927807538695410017e+01 2.744176945264234746e+01 4.444525107345568493e+00 2.739178082696618333e+01
5.974000000000000199e+01 5.754050387967662061e+01 2.739640266416859049e+01 4.392040394505623446e+00 2.575206082100240224e+01
5.975999999999999801e+01 5.591315940199835666e+01 2.735074569842481651e+01 4.340482798640462825e+00 2.422193090493308176e+01
5.978000000000000114e+01 5.439079003231889686e+01 2.730479855541148027e+01 4.289830543927318551e+00 2.279616093298009716e+01
5.979999999999999716e+01 5.296787147602184120e+01 2.725856123512835438e+01 4.240062492100673097e+00 2.146924774879281372e+01
5.982000000000000028e+01 5.163872812008281699e+01 2.721203373757543886e+01 4.191158120114709007e+00 2.023553626239267444e+01
5.984000000000000341e+01 5.039763711046204264e+01 2.716521606275273371e+01 4.143097498716524107e+00 1.908932354899278394e+01
5.985999999999999943e+01 4.923891587779253598e+01 2.711810821066046628e+01 4.095861271887347499e+00 1.802494639524471864e+01
5.988000000000000256e+01 4.815699393766820435e+01 2.707071018129840922e+01 4.049430637111876230e+00 1.703685311925791623e+01
5.989999999999999858e+01 4.714647009147131484e+01 2.702302197466656253e+01 4.003787326437839411e+00 1.611966079036691823e+01
5.992000000000000171e+01 4.620215635950669508e+01 2.697504359076515357e+01 3.958913588289370900e+00 1.526819918045217328e+01
5.993999999999999773e+01 4.531911010034617249e+01 2.692677502959372760e+01 3.914792170000445992e+00 1.447754290075199712e+01
5.996000000000000085e+01 4.449265582037773470e+01 2.687821629115296673e+01 3.871406301035431596e+00 1.374303322818933637e+01
5.997999999999999687e+01 4.371839816817134761e+01 2.682936737544218886e+01 3.828739676866403929e+00 1.306029111586275704e+01
6.000000000000000000e+01 4.299222755188131373e+01 2.678022828246184872e+01 3.786776443477475329e+00 1.242522282594199368e+01
6.002000000000000313e+01 4.231031972642789185e+01 2.673079901221149157e+01 3.745501182468791601e+00 1.183401953174760557e+01
6.003999999999999915e+01 4.166913058151241955e+01 2.668107956469157216e+01 3.704898896733405778e+00 1.128315212008743984e+01
6.006000000000000227e+01 4.106538723114218925e+01 2.663106993990186311e+01 3.664954996682022514e+00 1.076936229455830052e+01
6.007999999999999829e+01 4.049607636835308710e+01 2.658077013784259179e+01 3.625655286991927184e+00 1.028965094351856813e+01
6.010000000000000142e+01 3.995843071168269489e+01 2.653018015851353084e+01 3.586985953856974607e+00 9.841264599312193440e+00
6.011999999999999744e+01 3.944991423776431105e+01 2.647930000191468025e+01 3.548933552717483675e+00 9.421680683132148459e+00
6.014000000000000057e+01 3.896820677076085104e+01 2.642812966804626740e+01 3.511484996449037777e+00 9.028592106265547201e+00
6.015999999999999659e+01 3.851118838674582889e+01 2.637666915690783753e+01 3.474627543991037903e+00 8.659891685846952569e+00
6.017999999999999972e+01 3.807692399091661883e+01 2.632491846849984540e+01 3.438348789395919702e+00 8.313656733020854617e+00
6.020000000000000284e+01 3.766364833827847036e+01 2.627287760282206364e+01 3.402636651281733648e+00 7.988134084174675742e+00
6.021999999999999886e+01 3.726975169405507415e+01 2.622054655987449223e+01 3.367479362670806164e+00 7.681725771509772649e+00
6.024000000000000199e+01 3.689376626796342862e+01 2.616792533965735856e+01 3.332865461198522894e+00 7.392975467107547161e+00
6.025999999999999801e+01 3.653435350571655249e+01 2.611501394217043526e+01 3.298783779676973893e+00 7.120555783869143340e+00
6.028000000000000114e+01 3.619029228053918246e+01 2.606181236741372231e+01 3.265223436998516249e+00 6.863256476126945671e+00
6.029999999999999716e+01 3.586046799586698341e+01 2.600832061538744711e+01 3.232173829365663220e+00 6.619973551113876198e+00
6.032000000000000028e+01 3.554386258647291186e+01 2.595453868609138226e+01 3.199624621833577987e+00 6.389699278547954719e+00
6.034000000000000341e+01 3.523954538782759016e+01 2.590046657952530040e+01 3.167565740152842313e+00 6.171513068149451442e+00
6.035999999999999943e+01 3.494666483137908841e+01 2.584610429568988366e+01 3.135987362900052311e+00 5.964573172789148892e+00
6.038000000000000256e+01 3.466444091563228369e+01 2.579145183458444990e+01 3.104879913884791343e+00 5.768109167163040674e+00
6.039999999999999858e+01 3.439215839850461975e+01 2.573650919620922650e+01 3.074234054822014617e+00 5.581415147473380856e+00
6.042000000000000171e+01 3.412916065461865855e+01 2.568127638056466822e+01 3.044040678259022581e+00 5.403843595794969090e+00
6.043999999999999773e+01 3.387484414135916211e+01 2.562575338765009292e+01 3.014290900747240709e+00 5.234799852961826261e+00
6.046000000000000085e+01 3.362865341908574379e+01 2.556994021746595536e+01 2.984976056248845211e+00 5.073737145370943225e+00
6.047999999999999687e+01 3.339007667341808627e+01 2.551383687001180078e+01 2.956087689769344884e+00 4.920152113636942381e+00
6.050000000000000000e+01 3.315864169068333211e+01 2.545744334528831132e+01 2.927617551206958435e+00 4.773580794188061915e+00
6.052000000000000313e+01 3.293391224111271498e+01 2.540075964329457747e+01 2.899557589410708847e+00 4.633595008407429106e+00
6.053999999999999915e+01 3.271548482805559388e+01 2.534378576403173611e+01 2.871899946438897455e+00 4.499799117584959873e+00
6.056000000000000227e+01 3.250298576512183502e+01 2.528652170749865036e+01 2.844636952010359821e+00 4.371827105612826614e+00
6.057999999999999829e+01 3.229606854675519401e+01 2.522896747369600234e+01 2.817761118141217658e+00 4.249339954917974005e+00
6.060000000000000142e+01 3.209441148109864628e+01 2.517112306262379207e+01 2.791265133959834888e+00 4.132023284515015327e+00
6.061999999999999744e+01 3.189771555720977503e+01 2.511298847428156478e+01 2.765141860693499432e+00 4.019585222234710820e+00
6.064000000000000057e+01 3.170570252160319313e+01 2.505456370866977522e+01 2.739384326820075710e+00 3.911754486113343532e+00
6.065999999999999659e+01 3.151811314177633960e+01 2.499584876578819603e+01 2.713985723378710357e+00 3.808278652609433212e+00
6.067999999999999972e+01 3.133470563681592935e+01 2.493684364563705458e+01 2.688939399433373012e+00 3.708922591745502650e+00
6.070000000000000284e+01 3.115525425736600695e+01 2.487754834821589611e+01 2.664238857683819628e+00 3.613467051466289881e+00
6.071999999999999886e+01 3.097954799921224023e+01 2.481796287352540276e+01 2.639877750218307728e+00 3.521707375468530632e+00
6.074000000000000199e+01 3.080738943648331229e+01 2.475808722156466501e+01 2.615849874402922381e+00 3.433452340515723122e+00
6.075999999999999801e+01 3.063859366204906109e+01 2.469792139233459238e+01 2.592149168902596834e+00 3.348523100811869213e+00
6.078000000000000114e+01 3.047298732406095567e+01 2.463746538583473011e+01 2.568769709828813141e+00 3.266752228397410640e+00
6.079999999999999716e+01 3.031040774883425115e+01 2.457671920206485083e+01 2.545705707009620955e+00 3.187982839759779363e+00
6.082000000000000028e+01 3.015070214134284043e+01 2.451568284102563666e+01 2.522951500377321743e+00 3.112067799939883361e+00
6.084000000000000341e+01 2.999372685556496876e+01 2.445435630271640548e+01 2.500501556469801212e+00 3.038868996378762954e+00
6.085999999999999943e+01 2.983934672777792940e+01 2.439273958713761203e+01 2.478350465041266215e+00 2.968256675599051597e+00
6.088000000000000256e+01 2.968743446663652463e+01 2.433083269428902895e+01 2.456492935778538111e+00 2.900108836568957571e+00
6.089999999999999858e+01 2.953787009455043844e+01 2.426863562417088360e+01 2.434923795119257939e+00 2.834310675260299117e+00
6.092000000000000171e+01 2.939054043545125694e+01 2.420614837678272124e+01 2.413637983168190448e+00 2.770754075500346136e+00
6.093999999999999773e+01 2.924533864457034227e+01 2.414337095212476925e+01 2.392630550708415793e+00 2.709337141737157229e+00
6.096000000000000085e+01 2.910216377629967965e+01 2.408030335019748236e+01 2.371896656303857043e+00 2.649963769798338920e+00
6.097999999999999687e+01 2.896092038662129653e+01 2.401694557100017846e+01 2.351431563490167687e+00 2.592543252130953491e+00
6.100000000000000000e+01 2.882151816695560953e+01 2.395329761453331230e+01 2.331230638050715065e+00 2.536989914371580834e+00
6.102000000000000313e+01 2.868387160658904023e+01 2.388935948079642912e+01 2.311289345374901938e+00 2.483222780417710052e+00
6.103999999999999915e+01 2.854789968114089049e+01 2.382513116979021106e+01 2.291603247895850348e+00 2.431165263454831305e+00
6.106000000000000227e+01 2.841352556476832092e+01 2.376061268151397599e+01 2.272168002604770809e+00 2.380744880649574569e+00
6.107999999999999829e+01 2.828067636405130258e+01 2.369580401596817865e+01 2.252979358639485952e+00 2.331892989443639763e+00
6.110000000000000142e+01 2.814928287168168453e+01 2.363070517315236430e+01 2.234033154944413457e+00 2.284544543584907661e+00
6.111999999999999744e+01 2.801927933828038420e+01 2.356531615306721505e+01 2.215325317999799370e+00 2.238637867213369770e+00
6.114000000000000057e+01 2.789060326080757335e+01 2.349963695571204880e+01 2.196851859617657166e+00 2.194114445477867381e+00
6.115999999999999659e+01 2.776319518619542492e+01 2.343366758108732029e+01 2.178608874802386630e+00 2.150918730305718451e+00
6.117999999999999972e+01 2.763699852894119502e+01 2.336740802919280213e+01 2.160592539673708234e+00 2.108997960074685540e+00
6.120000000000000284e+01 2.751195940153181851e+01 2.330085830002872171e+01 2.142799109450025163e+00 2.068301992053072524e+00
6.121999999999999886e+01 2.738802645666166313e+01 2.323401839359462429e+01 2.125224916490073390e+00 2.028783146576966789e+00
6.124000000000000199e+01 2.726515074030900010e+01 2.316688830989073722e+01 2.107866368390987066e+00 1.990396062027275592e+00
6.125999999999999801e+01 2.714328555481167271e+01 2.309946804891751526e+01 2.090719946140991770e+00 1.953097559753163237e+00
